Product Number,Material,Form,Choice,Grade,Finish,Surface,Quantity,Weight (t),Length (mm),Width (mm),Height (mm),Thickness (mm),Outer Diameter (mm),Wall Thickness (mm),Web Thickness (mm),Flange Thickness (mm),Certificates,Location
14539280,Carbon Steel,Slit Coils,1st Choice,DC01,Cold Rolled (+CR),A,2,0.39,,60,,0.5,,,,,3.1,FR
52173161,Carbon Steel,Slit Coils,1st Choice,HX340LAD,Hot-dip Galvanized (+Z),Z140 MBO,1,0.54,,60,,1.5,,,,,3.1,FR
74012418,Carbon Steel,Slit Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z275 MAC,2,0.595,,60,,1.25,,,,,3.1,FR
96000956,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,1,0.54,,50,,2.5,,,,,3.1,FR
27479730,Carbon Steel,Slit Coils,1st Choice,S250GD,Hot-dip zinc magnesium (+ZM),ZM310 MAC,2,0.97,,60,,1.8,,,,,3.1,FR
52347055,Carbon Steel,Slit Coils,1st Choice,S315MC,HR Pickled,O,2,0.525,,60,,3,,,,,3.1,FR
51417590,Carbon Steel,Slit Coils,1st Choice,DD11,HR Pickled,O,1,0.514,,60,,1.5,,,,,3.1,FR
73541263,Carbon Steel,Slit Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z275 MAC,2,0.692,,62,,0.8,,,,,3.1,FR
66138681,Carbon Steel,Slit Coils,1st Choice,DD11,HR Pickled,O,1,0.725,,70,,4,,,,,3.1,FR
56982083,Carbon Steel,Slit Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z275 MAC,1,0.705,,70,,1,,,,,3.1,FR
10076671,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,1,0.69,,70,,2.35,,,,,3.1,FR
67415512,Carbon Steel,Slit Coils,1st Choice,DX54D,Hot-dip Galvanized (+GI),GI10/10 MBO,2,0.72,,70,,1,,,,,3.1,FR
50169927,Carbon Steel,Slit Coils,1st Choice,DC01,Cold Rolled (+CR),AO,1,0.365,,74,,0.8,,,,,3.1,FR
90718675,Carbon Steel,Slit Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z140 MBO,1,0.705,,75,,1.5,,,,,3.1,FR
82331754,Carbon Steel,Slit Coils,1st Choice,S315MC,HR Pickled,O,1,0.23,,50,,1.5,,,,,3.1,FR
55455597,Carbon Steel,Slit Coils,1st Choice,A380,HR Pickled,O,1,0.8,,80,,3,,,,,3.1,FR
89507078,Carbon Steel,Slit Coils,1st Choice,HX420LAD,Hot-dip Galvanized (+Z),Z140 MBO,1,0.845,,80,,1.5,,,,,3.1,FR
58081883,Carbon Steel,Slit Coils,1st Choice,S420MC,HR Pickled,O,1,0.775,,80,,2.5,,,,,3.1,FR
20797167,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,2,1.3,,90,,2.5,,,,,3.1,FR
50693172,Carbon Steel,Slit Coils,1st Choice,HX340LAD,Hot-dip Galvanized (+Z),Z140 MBO,1,0.84,,90,,1.5,,,,,3.1,FR
53011248,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,1,0.56,,100,,2.2,,,,,3.1,FR
64917060,Carbon Steel,Slit Coils,1st Choice,DX54D,Hot-dip Galvanized (+GI),GI10/10 MBO,1,0.99,,100,,0.75,,,,,3.1,FR
13918161,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,2,1.374,,100,,2.5,,,,,3.1,FR
55956072,Carbon Steel,Slit Coils,1st Choice,DC01,Cold Rolled (+CR),AO,1,0.74,,100,,0.8,,,,,3.1,FR
12178433,Carbon Steel,Slit Coils,1st Choice,DX52D,Hot-dip Galvanized (+GI),GI7/7 MBO,2,1.085,,110,,1.17,,,,,3.1,FR
58213445,Carbon Steel,Slit Coils,1st Choice,S500MC,HR Pickled,O,1,0.51,,50,,1.5,,,,,3.1,FR
30987774,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,1,1.06,,115,,1.6,,,,,3.1,FR
47931417,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,1,1.03,,120,,1.6,,,,,3.1,FR
56556026,Carbon Steel,Slit Coils,1st Choice,E275D,Cold Rolled (+CR),AO,1,0.522,,120,,1.45,,,,,3.1,FR
93373618,Carbon Steel,Slit Coils,1st Choice,E275D,Cold Rolled (+CR),AO,1,0.512,,120,,1.45,,,,,3.1,FR
53032603,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,3,1.054,,125,,0.5,,,,,3.1,FR
24861988,Carbon Steel,Slit Coils,1st Choice,HX300LAD,Hot-dip Galvanized (+GI),GI10/10 MBO,2,2.02,,138,,1.15,,,,,3.1,FR
87146873,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,1,0.596,,140,,1,,,,,3.1,FR
80194421,Carbon Steel,Slit Coils,1st Choice,DX54D,Hot-dip Galvanized (+GI),GI10/10 MBO,1,1.31,,140,,0.65,,,,,3.1,FR
78733722,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,1,0.638,,140,,1,,,,,3.1,FR
18882571,Carbon Steel,Slit Coils,1st Choice,DX52D,Hot-dip Galvanized (+GI),GI7/7 MBO,2,3.22,,197,,0.95,,,,,3.1,FR
77018346,Carbon Steel,Slit Coils,1st Choice,S500MC,HR Pickled,O,1,0.5,,50,,1.5,,,,,3.1,FR
94416586,Carbon Steel,Slit Coils,1st Choice,B60,HR Pickled,O,1,2.595,,200,,3,,,,,3.1,FR
36750540,Carbon Steel,Slit Coils,1st Choice,DP780,Hot-dip Galvanized (+GI),GI10/10 MBO,1,3.5,,200,,1.47,,,,,3.1,FR
73515564,Carbon Steel,Slit Coils,1st Choice,DP780,Hot-dip Galvanized (+GI),GI10/10 MBO,1,3.265,,200,,1.47,,,,,3.1,FR
51427730,Carbon Steel,Slit Coils,1st Choice,B60,HR Pickled,O,1,2.685,,200,,3,,,,,3.1,FR
83858165,Carbon Steel,Slit Coils,1st Choice,DP780,Hot-dip Galvanized (+GI),GI10/10 MBO,1,2.71,,205,,1.47,,,,,3.1,FR
28416806,Carbon Steel,Slit Coils,1st Choice,DP780,Hot-dip Galvanized (+GI),GI10/10 MBO,1,3.505,,205,,1.47,,,,,3.1,FR
83787932,Carbon Steel,Slit Coils,1st Choice,DC01,Cold Rolled (+CR),AO,1,1.368,,210,,0.8,,,,,3.1,FR
24778809,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,2,1.246,,260,,0.7,,,,,3.1,FR
63841664,Carbon Steel,Slit Coils,1st Choice,DC04,Cold Rolled (+CR),AO,2,1.278,,260,,0.7,,,,,3.1,FR
37805984,Carbon Steel,Slit Coils,1st Choice,HE450M,HR Pickled,O,2,4.7,,350,,3,,,,,3.1,FR
46697940,Carbon Steel,Slit Coils,1st Choice,S355MC,HR Pickled,O,1,0.54,,50,,1.5,,,,,3.1,FR
70657745,Carbon Steel,Slit Coils,1st Choice,S500MC,HR Pickled,O,2,5.825,,350,,1.76,,,,,3.1,FR
66610541,Carbon Steel,Slit Coils,1st Choice,S500MC,HR Pickled,O,2,5.625,,350,,1.76,,,,,3.1,FR
46157930,Carbon Steel,Slit Coils,1st Choice,DP590,Hot-dip Galvanized (+GI),GI10/10 MBO,1,4.015,,373,,0.95,,,,,3.1,FR
63015390,Carbon Steel,Coils,1st Choice,XPF800-UC,HR Pickled,O,1,7.39,,780,,2.4,,,,,3.1,FR
12664863,Carbon Steel,Round Bars,1st Choice,undefined,Hot Rolled,,1,1.005,,,,,3,,,,,BE
35003815,Carbon Steel,Hexagonal Bars,1st Choice,S235JRG2C,Cold Rolled (+CR),,1,0.358,,,,,5,,,,,BE
38056253,Carbon Steel,Round Bars,1st Choice,44SMn28,Cold Rolled (+CR),,1,2.52,,,,,8,,,,,BE
25435890,Stainless Steel,Round Bars,1st Choice,AISI 321,Hot Rolled,,1,0.502,,,,,8,,,,,BE
97038853,Carbon Steel,Round Bars,1st Choice,C45,Hot Rolled,,1,1.018,,,,,8,,,,,BE
12122671,Carbon Steel,Square Bars,1st Choice,C45,Hot Rolled,,1,0.143,,8,8,,,,,,,BE
16409768,Carbon Steel,Square Bars,1st Choice,11SMnPb30/37,Cold Rolled (+CR),,1,0.554,,8,8,,,,,,,BE
82451146,Carbon Steel,Hexagonal Bars,1st Choice,S235JRG2C,Cold Rolled (+CR),,1,0.631,,,,,8,,,,,BE
65581460,Carbon Steel,Round Bars,1st Choice,44SMn28,Cold Rolled (+CR),,1,3.2,,,,,9,,,,,BE
73056116,Carbon Steel,Square Bars,1st Choice,S235JRC,Cold Rolled (+CR),,1,0.251,,9,9,,,,,,,BE
75695842,Carbon Steel,Round Bars,1st Choice,44SMn28,Cold Rolled (+CR),,1,0.601,,,,,10,,,,,BE
77748460,Carbon Steel,Round Bars,1st Choice,C45,Hot Rolled,,1,0.071,,,,,12,,,,,BE
27596284,Carbon Steel,Square Bars,1st Choice,C45,Cold Rolled (+CR),,1,0.134,,5,5,,,,,,,BE
75175305,Carbon Steel,Round Bars,1st Choice,44SMn28,Cold Rolled (+CR),,1,2.564,,,,,13,,,,,BE
39306236,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,3.99,,,,,14,,,,,BE
26468936,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,1.929,,,,,15,,,,,BE
65226389,Special Steel,Round Bars,1st Choice,Hitenspeed 65,Cold Rolled (+CR),,1,0.92,,,,,16,,,,,BE
10049157,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,2.302,,,,,16,,,,,BE
31104190,Carbon Steel,Square Bars,1st Choice,C45,Hot Rolled,,1,0.225,,18,18,,,,,,,BE
28778303,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,1.938,,,,,22,,,,,BE
81246277,Carbon Steel,Flat Bars,1st Choice,S235,Cold Rolled (+CR),,1,1.027,,25,90,,,,,,,BE
44662895,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,0.72,,,,,26,,,,,BE
65651702,Special Steel,Round Bars,1st Choice,42CrMoS4,Hot Rolled; As Rolled (+AR),,1,0.566,,,,,28,,,,,BE
33162712,Carbon Steel,Hexagonal Bars,1st Choice,11SMnPb30/37,Cold Rolled (+CR),,1,0.995,,,,,6,,,,,BE
65701030,Special Steel,Round Bars,1st Choice,42CrMoS4,Hot Rolled; As Rolled (+AR),,1,0.172,,,,,30,,,,,BE
32147903,Carbon Steel,Square Bars,1st Choice,C45,Hot Rolled,,1,1.791,,32,32,,,,,,,BE
25967450,Special Steel,Round Bars,1st Choice,HITENSPEED 45A,Cold Rolled (+CR),,1,0.455,,,,,35,,,,,BE
10260669,Carbon Steel,Round Bars,1st Choice,C60,Hot Rolled,,1,0.934,,,,,40.3,,,,,BE
15034037,Carbon Steel,Round Bars,1st Choice,20MnV6,Hot Rolled,,1,0.929,,,,,65,,,,,BE
92388007,Special Steel,Round Bars,1st Choice,Hitenspeed 65,Cold Rolled (+CR),,1,0.085,,,,,70,,,,,BE
13083575,Special Steel,Round Bars,1st Choice,25CrMo4,Hot Rolled,,1,1.64,,,,,70,,,,,BE
39608606,Special Steel,Round Bars,1st Choice,X210CrW12,Cold Rolled (+CR),,1,0.719,,,,,90,,,,,BE
57240542,Special Steel,Round Bars,1st Choice,18CrNiMo7-6,Hot Rolled,,1,0.436,,,,,740,,,,,BE
33454058,Carbon Steel,Round Bars,1st Choice,S355J2,Hot Rolled; Normalized (+N),,1,0.318,,,,,760,,,,,BE
69953746,Carbon Steel,Square Bars,1st Choice,11SMnPb30/37,Cold Rolled (+CR),,1,1.688,,6,6,,,,,,,BE
62221806,Carbon Steel,Round Bars,1st Choice,S355J2,Hot Rolled; Normalized (+N),,1,0.744,,,,,780,,,,,BE
23511315,Carbon Steel,Round Bars,1st Choice,S355J2,Hot Rolled; Normalized (+N),,1,0.372,,,,,800,,,,,BE
59328906,Carbon Steel,Round Bars,1st Choice,S355J2,Hot Rolled; Normalized (+N),,1,0.37,,,,,820,,,,,BE
17082815,Carbon Steel,Round Bars,1st Choice,S355J2G3,Hot Rolled; Normalized (+N),,1,0.214,,,,,830,,,,,BE
22901361,Carbon Steel,Round Bars,1st Choice,C45,Hot Rolled; Normalized (+N),,1,0.569,,,,,830,,,,,BE
30927300,Carbon Steel,Round Bars,1st Choice,C45,Hot Rolled; Normalized (+N),,1,1.327,,,,,880,,,,,BE
11501773,Special Steel,Round Bars,1st Choice,42CrMoS4,Quenched and Tempered (+QT); Hot Rolled,,1,0.69,,,,,950,,,,,BE
95621158,Carbon Steel,Round Bars,1st Choice,S235JRG2C,Cold Rolled (+CR),,1,0.039,,,,,6,,,,,BE
13756935,Carbon Steel,Hexagonal Bars,1st Choice,S235JRG2C,Cold Rolled (+CR),,1,0.003,,,,,6,,,,,BE
17725393,Carbon Steel,Round Bars,1st Choice,11SMnPb30/37,Cold Rolled (+CR),,1,0.206,,,,,6.5,,,,,BE
29775199,Carbon Steel,Square Bars,1st Choice,S235JRC,Cold Rolled (+CR),C,1,0.438,,7,7,,,,,,,BE
52726190,Carbon Steel,Hexagonal Bars,1st Choice,S235JRG2C,Cold Rolled (+CR),,1,0.239,,,,,7,,,,,BE
58446313,Carbon Steel,Coils,2nd Choice,DC04,Cold Rolled (+CR),,1,4.7,,1000,,0.7,,,,,,IT
78237321,Carbon Steel,Slit Coils,2nd Choice,DC04,Cold Rolled (+CR),,1,2.26,,448,,0.7,,,,,,IT
56182899,Carbon Steel,Slit Coils,2nd Choice,DC04,Cold Rolled (+CR),,1,2.7,,545,,0.7,,,,,,IT
10477252,Carbon Steel,Coils,2nd Choice,DC01,Hot-dip Galvanized (+GI),GI40/40 U,1,1.79,,718,,0.75,,,,,,DE
10313710,Carbon Steel,Slit Coils,2nd Choice,CR590Y980T-DP,Hot-dip Galvanized (+GI),GI50/50 U,2,0.525,,73,,1.6,,,,,,DE
88870736,Carbon Steel,Slit Coils,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,1,0.852,,194,,0.65,,,,,,DE
20584925,Carbon Steel,Coils,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE25/25 APC,1,3.26,,984,,0.9,,,,,,DE
91562970,Carbon Steel,Slit Coils,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE25/25 APC,2,2.172,,130,,1.25,,,,,,DE
99132040,Carbon Steel,Slit Coils,2nd Choice,DC01,Cold Rolled (+CR),Am,2,0.65,,38,,1.2,,,,,,DE
18952606,Carbon Steel,Slit Coils,2nd Choice,DC01,Cold Rolled (+CR),Am,2,0.7,,38,,1.2,,,,,,DE
50653718,Carbon Steel,Slit Coils,2nd Choice,DC01,Cold Rolled (+CR),Am,1,1.232,,110,,0.9,,,,,,DE
87039427,Carbon Steel,Slit Coils,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,4,1.505,,140,,0.64,,,,,,DE
33485792,Carbon Steel,Slit Coils,2nd Choice,CR440Y780T-DH,Hot-dip Galvanized (+GI),GI40/40 U,1,0.742,,130,,1,,,,,,DE
77247271,Carbon Steel,Slit Coils,2nd Choice,DC01,Cold Rolled (+CR),Am,4,1.828,,100,,0.75,,,,,,DE
27860976,Carbon Steel,Slit Coils,2nd Choice,CR440Y780T-DH,Hot-dip Galvanized (+GI),GI50/50 U,1,1.065,,120,,1.5,,,,,,DE
86782602,Carbon Steel,Slit Coils,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,1,3.858,,250,,0.61,,,,,,DE
51738502,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Cold Rolled (+CR),,1,0.976,,90,,2,,,,,,DE
46436853,Carbon Steel,Slit Coils,2nd Choice,HC420LA,Cold Rolled (+CR),,3,1.884,,190,,1.2,,,,,,DE
34304984,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+GI),GI50/50 U,2,1.344,,106,,1.25,,,,,,DE
55600391,Carbon Steel,Slit Coils,2nd Choice,DC05,Electro-Galvanized (+ZE),ZE50/50 BPO,1,0.606,,80,,0.75,,,,,,DE
84529546,Carbon Steel,Slit Coils,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,4,1.156,,121,,0.63,,,,,,DE
29493020,Carbon Steel,Sheets,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,100,1.521,2550,1269,,0.6,,,,,,DE
62190938,Carbon Steel,Sheets,2nd Choice,DX51D,Galvannealed (+ZF),ZF100 AC,90,1.369,2550,1269,,0.6,,,,,,DE
12652426,Carbon Steel,Sheets,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE75/75 APC,15,1.126,1928,1671,,3,,,,,,DE
45034428,Carbon Steel,Sheets,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE75/75 APC,20,1.586,1928,1771,,3,,,,,,DE
96688581,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip zinc magnesium (+ZM),ZM140 MBC,51,1.998,2030,1250,,2,,,,,,DE
45953589,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,16,0.556,1928,771,,3,,,,,,DE
86596284,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,16,0.556,1928,771,,3,,,,,,DE
25902450,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,12,0.766,1728,1571,,3,,,,,,DE
59010048,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275 MAC,93,1.87,2500,1250,,0.88,,,,,,DE
48167192,Carbon Steel,Sheets,2nd Choice,S320GD,Hot-dip Galvanized (+Z),Z275 MAC,27,2.076,2540,1250,,3,,,,,,DE
74186686,Carbon Steel,Sheets,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE75/75 APC,23,1.824,1928,1771,,3,,,,,,DE
65558144,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,10,0.606,2128,1171,,3,,,,,,DE
18954292,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,16,0.61,2128,771,,3,,,,,,DE
56672410,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,16,0.61,2128,771,,3,,,,,,DE
40730606,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Aluzinc (+AZ),AZ150 AC,21,0.658,2400,1200,,1.25,,,,,,DE
78874063,Carbon Steel,Sheets,2nd Choice,S355MC,Hot Rolled,,20,1.49,2500,1250,,3,,,,,,DE
19755825,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z140 MAC,1,0.562,,55,,2,,,,,,DE
39463489,Carbon Steel,Slit Coils,2nd Choice,DC01,Cold Rolled (+CR),Am,1,1.04,,104,,0.7,,,,,,DE
18236390,Carbon Steel,Slit Coils,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE25/25 APC,1,0.735,,80,,0.75,,,,,,DE
39187219,Carbon Steel,Slit Coils,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE25/25 APC,1,1.168,,100,,0.72,,,,,,DE
63207250,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MAC,2,1.55,,80,,0.85,,,,,,DE
38479231,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MAC,2,1.62,,80,,0.85,,,,,,DE
31379916,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z140 MBC,14,0.554,1928,871,,3,,,,,,DE
58532943,Carbon Steel,Sheets,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z100 MBC,10,0.63,1728,1571,,3,,,,,,DE
85163218,Carbon Steel,Sheets,2nd Choice,DC01,Cold Rolled (+CR),Am,24,0.742,3000,1500,,0.8,,,,,,DE
11849192,Carbon Steel,Slit Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275 MAC,1,1.665,,319.7,,3,,,,,,DE
79550841,Carbon Steel,Sheets,2nd Choice,DC01,Electro-Galvanized (+ZE),ZE75/75 APC,10,0.91,2158,1760,,3,,,,,,DE
75876506,Carbon Steel,Sheets,2nd Choice,DC04,Cold Rolled (+CR),Am,37,0.744,2103,1654,,0.7,,,,,,DE
69046743,Carbon Steel,Slit Coils,2nd Choice,HC260LA,Cold Rolled (+CR),,1,1.06,,60,,1.95,,,,,,DE
35845407,Special Steel,Coils,2nd Choice,26MnB5,,,1,13.42,,1263,,4.2,,,,,,NL
64865230,Special Steel,Coils,2nd Choice,26MnB5,,,1,24.86,,1342,,5.62,,,,,,NL
56288499,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,28.08,,1390,,5.5,,,,,,NL
86270153,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,27.82,,1392,,5.5,,,,,,NL
80939551,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,20.559,,1052,,6.97,,,,,,NL
25748101,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,23.419,,1182,,6.97,,,,,,NL
19513796,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,23.399,,1182,,6.97,,,,,,NL
98431304,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,23.339,,1182,,6.97,,,,,,NL
45643595,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,20.779,,1052,,6.98,,,,,,NL
97436399,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,23.74,,1228,,7.03,,,,,,NL
21158441,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,24.46,,1228,,7.03,,,,,,NL
93361913,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,24.52,,1228,,7.03,,,,,,NL
35847812,Special Steel,Coils,2nd Choice,26MnB5,,,1,12.38,,1310,,6.22,,,,,,NL
92752792,Carbon Steel,Coils,2nd Choice,DD13,Hot Rolled,,1,29.54,,1501,,2.24,,,,,,NL
93369337,Carbon Steel,Coils,2nd Choice,DD13,Hot Rolled,,1,28.44,,1504,,2.24,,,,,,NL
39346571,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,20.679,,1050,,7,,,,,,NL
63393736,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,16.92,,930,,7.5,,,,,,NL
59613793,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,20.14,,965,,7.5,,,,,,NL
43532670,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,18.48,,965,,7.5,,,,,,NL
27116249,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,25.28,,1270,,7.5,,,,,,NL
71581835,Carbon Steel,Coils,2nd Choice,S315MC,Hot Rolled,,1,25.12,,1270,,7.53,,,,,,NL
29646361,Carbon Steel,Coils,2nd Choice,S355MC,Hot Rolled,,1,29.36,,1490,,6.5,,,,,,NL
63710977,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,15.96,,1325,,5.1,,,,,,NL
75889011,Special Steel,Coils,2nd Choice,26MnB5,,,1,12.84,,1310,,6.22,,,,,,NL
38819166,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,20.06,,1164,,6.02,,,,,,NL
36780136,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,19.96,,1169,,6.02,,,,,,NL
92249445,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,20.58,,1171,,6.02,,,,,,NL
32732808,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,19.28,,1171,,6.02,,,,,,NL
62859338,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,21.1,,1167,,6.03,,,,,,NL
46391842,Carbon Steel,Coils,2nd Choice,S460MC,Hot Rolled,,1,27.9,,1323,,6.03,,,,,,NL
37703231,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,23.28,,1277,,6.03,,,,,,NL
28454110,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,9.26,,1371,,6.06,,,,,,NL
13699199,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,25.1,,1530,,6.15,,,,,,NL
48179073,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,14.42,,830,,7,,,,,,NL
73482780,Carbon Steel,Coils,2nd Choice,C45,Cold Rolled (+CR),,1,22.08,,1357,,6.03,,,,,,NL
75372686,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,15.56,,1101,,7.97,,,,,,NL
29541629,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,15.42,,884,,10.01,,,,,,NL
32579970,Carbon Steel,Coils,2nd Choice,S500MC,Hot Rolled,,1,17.08,,884,,10.01,,,,,,NL
17900971,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,16.799,,900,,3.95,,,,,,NL
53496667,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,18.06,,900,,4,,,,,,NL
17980878,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,11.4,,1080,,4.5,,,,,,NL
93751136,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,11.38,,1080,,4.5,,,,,,NL
80468234,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,19.18,,1080,,4.5,,,,,,NL
73470838,Carbon Steel,Coils,2nd Choice,HR660Y760T,Hot Rolled,,1,18.62,,1080,,4.54,,,,,,NL
62338153,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,32.12,,1688,,2.02,,,,,,NL
55186188,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,31.7,,1651,,2.52,,,,,,NL
31459585,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,28.82,,1451,,3.61,,,,,,NL
60035723,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,26.94,,1394,,5.49,,,,,,NL
13420931,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled,,1,28.1,,1390,,5.5,,,,,,NL
83030474,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.903,,105,,3,,,,,,ES
63431746,Carbon Steel,Coils,2nd Choice,S235JR,As Rolled (+AR),,1,4.65,,1250,,5.5,,,,,,ES
63561048,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.903,,105,,3,,,,,,ES
75056938,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.95,,105,,3,,,,,,ES
26843777,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.903,,105,,3,,,,,,ES
27606186,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.903,,105,,3,,,,,,ES
20556453,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.59,,162.5,,4.9,,,,,,ES
36812503,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.296,,132.5,,4.9,,,,,,ES
29595730,Carbon Steel,Slit Coils,2nd Choice,28MnB5,HR Pickled,,1,2.28,,139,,2.3,,,,,,ES
88377162,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.592,,105,,3,,,,,,ES
12189679,Carbon Steel,Slit Coils,2nd Choice,S355JR,HR Pickled,,1,1.927,,105,,3,,,,,,ES
